date,stars,user_id,review_id,business_id,text
6/28/2012,3,q200TCFOheJfS_MvvwMfJw,Odoo53LtpeazqbcHwuPLyg,T1jYZFB_7cqdhuvzpxfFWQ,It's fairly crowded tonight. I keep asking myself why on earth I would want to eat here on my birthday. The only reason I could think of was that the servers are really entertaining. Its a good place to people watch and that night there were certainly a lot of different people to observe. Spring was our server tonight. I had pancakes with hot maple syrup & a sweet tea. I guess iHop pancakes are one of my comfort foods. I've never had a bad pancake at iHop.
7/6/2012,5,guZ0Gv7YAR2hk7WTLF0HwQ,puCxVLJveBdJC_XMCm206w,T1jYZFB_7cqdhuvzpxfFWQ,Josh is awesome!! Great server. Get the ayce pancakes. Yum!
7/20/2012,4,q200TCFOheJfS_MvvwMfJw,zt-k4iJfkmF05u25_xmSQg,T1jYZFB_7cqdhuvzpxfFWQ,"Spring is our waitress. We went down so that my wife could get her free birthday entree. She had all you can eat pancakes. I had a short stack of pancakes with sausage, bacon, eggs & grits. The food was filling but average. Spring & Matt were the only servers. Bob was manager that night. Ihop is still good comfort food."
8/2/2012,3,q200TCFOheJfS_MvvwMfJw,EaEkA7T7JTUHTWvmEYCTvg,T1jYZFB_7cqdhuvzpxfFWQ,"Matt is our server tonight. I ordered a Bacon cheeseburger and a sweet tea with onion rings as the side. My wire ordered some breakfast thing. There are five people in here including us. We'd hoped for more dinner theater, alas."
8/17/2012,3,q200TCFOheJfS_MvvwMfJw,5-sDpn1IqfMNKHNe1191lQ,T1jYZFB_7cqdhuvzpxfFWQ,Even though the place is almost empty there are still enough people to watch. I'm going to order the all you can eat pancakes. My wife ordered wings and a house salad. Apparently 7pm is the dinner hour for older Charlotteans. The front of the restaurant was almost full. Service was slow but there were only two servers Matt & Tiffany. Tracey was the night manager. We go there to hang out & kill a few hours so slow service doesn't matter really to us anymore. The thing I really hate is the way that the food is presented. It looks nothing like it does on the menu.
9/28/2012,3,q200TCFOheJfS_MvvwMfJw,3Nlhm9jNmmb_v9pBWVSfTw,T1jYZFB_7cqdhuvzpxfFWQ,"The place is hopping tonight. Matt, Bina, Tiffany and Tracey are working tonight. Apparently Scarowinds is providing lots of late night traffic. There are a lot of teens here tonight and the ever watchful Pineville police officer. I ordered the ultimate Bacon something or other with pumpkin pancakes and a sweet tea. I hope its filling. I'm pretty hungry tonight. As it turned out I ate it all & it was really good. It didn't look anything like the menu though they really need to work on presentation."
10/13/2012,3,q200TCFOheJfS_MvvwMfJw,PqFKmM30ktPDAujJohX9Aw,T1jYZFB_7cqdhuvzpxfFWQ,It's an absolute nightmare of people tonight. I had the jack cheddar potatoes with pumpkin pancakes and extra meat. Matt was my server. He forgot the larger plate for the pancakes. Tracey dyed her hair jet black! All in all good dinner theater and average food. When I was on my way out the door I encountered a group of teens involved with saving some girl's soul from the devil. Definitely an odd night.
11/5/2012,2,0VDfL86c6eyEUufazOl2rw,9zm5l0y1-zYKcK0qonovaw,T1jYZFB_7cqdhuvzpxfFWQ,"The service was very friendly, but the food wasn't all that good. Most everything tasted like it had been sitting around for quite a while before being plated. Especially the potatoes. Not sure I would return."
11/5/2012,2,q200TCFOheJfS_MvvwMfJw,x1iQFzraf-xonLLVwomChg,T1jYZFB_7cqdhuvzpxfFWQ,"My wife asked me if I wanted to go to iHop tonight and naturally I said yes. I have to protect my dukedom. I ordered the country sausage potatoes, pumpkin pancakes & grits. It will probably be good. Their grill guy is pretty consistent in turning out good food. There are quite a few people here for a Saturday night. Well the food was barely warm. Not an auspicious start to the meal. Cold grits aren't a treat. All in all I wondered why we bothered going.We went to iHop for brunch today 11/5/12 around noon & had Katrina as our server. It wasn't the best meal as far as service was concerned. I had to call her back to the table to refill my drink. Apparently my empty glass wasn't enough of a visual cue. The meal itself was average, a bacon cheeseburger with fries and sweet tea. I don't think of iHop as a lunchtime destination and I probably never will."
12/9/2012,2,q200TCFOheJfS_MvvwMfJw,cNDVVNq85jUIKFQZnmvIqA,T1jYZFB_7cqdhuvzpxfFWQ,I'm trying the chicken tortilla soup and the French onion pot roast. I can safely say that I will never order either again. The soup was steaming hot and its primary flavor was salt. The pot roast by comparison had no flavor whatsoever. It was tender but the mushrooms and carmelized onions were not in evidence. To make matters worse the corn was flavorless and the mashed potatoes had no butter. Tiffany failed as our server tonight but Tracey stepped up and refreshed our drinks and brought me melted butter and grilled onions.
12/30/2012,4,an9xDZye6HQYsmKMLNVD0w,J2cFeQaEMq5cosxCwLbKHg,T1jYZFB_7cqdhuvzpxfFWQ,"For an IHOP, the Pineville location is as good as it gets!What do I mean ""for an IHOP""?  It's a fast food franchise, whose claim to fame are their fast, and (fairly) inexpensive, breakfasts.  Frame your expectations accordingly, and you won't be disappointed.We're especially fond of the night crew: (Spring, Tracy, and Tiffany); each are not only friendly and efficient, but they're funny as hell.For as much as I might enter this location with a frown, I walk out with a smile each time, and it isn't the pancakes. It isn't that they're bad...it's just that they're standard IHOP fare.The dining area is consistently clean; servers are great, the pancakes are pretty good, and fairly inexpensive.  This is a place for breakfast, but not much else."
1/1/2013,3,q200TCFOheJfS_MvvwMfJw,SJ2PDS6W6LoF1VutIfzybw,T1jYZFB_7cqdhuvzpxfFWQ,"This place is empty tonight. Spring is the only server. Tiffany is here too but she looks terrible. I ordered the 3 eggs, 3 pancakes with 4 sausage links. Hopefully it will be good. And... It was just fine. Not the best by any means but good food."
1/21/2013,2,US1xYmsm4L3kh_5Sck2Byw,sZS5xEpozcUGi6VSFkDNjg,T1jYZFB_7cqdhuvzpxfFWQ,"Okay, I know this is just an IHOP, so I shouldn't expect culinary excellence.  But.We've been to this location a couple times.  They do breakfast VERY well.  Their coffee is always fresh and hot.  Their pancakes are always fresh and hot.  Their orange juice is never too tart, never too sweet.  I've never found foreign items in my food.  Wait staff is always courteous and helpful.But.Beware - when you order NON-breakfast items, you may not end up with a satisfying meal.  This past weekend I took my daughter and my grandmother to the IHOP for a quick & cheap post-church lunch.  My grandmother ordered coffee and a belgian waffle - she said it was very delicious.  My daughter got the baby cakes kids meal, and she ate most of it.  I made the mistake of ordering the chicken fried steak with mashed potatoes and corn on the side.  The chicken fried steak was so tough as to be inedible (I took a couple bites and left the rest).  The mashed potatoes had clearly been in that serving bowl since the morning.  I took one bite and when I realized I was eating aged potatoes, I left the rest.  The corn was the best thing on the plate.  Needless to say when we got home I made myself a sandwich since I didn't really get lunch at the IHOP. *lol*As I said, we've been to this location before, and they definitely do breakfast right (which makes sense given what an IHOP is).  My daughter and grandmother were very satisfied with their meals.  But stick with the breakfast menu.  Don't venture anywhere near the non-breakfast menu.  Then you should be fine."
1/31/2013,3,q200TCFOheJfS_MvvwMfJw,lz-InDBMmiaK3r36SEyYPQ,T1jYZFB_7cqdhuvzpxfFWQ,"Colorado omelette time! It looked interesting on the menu & I thought let's try it. So much of iHop's menu is bland & boring. The Colorado omelette is the meat lovers omelette according to Tiffany. It has bacon, sausage & regrettably pot roast.Unlike the pot roast that is served as a stand alone meal the pot roast in the Colorado omelette is actually moist & tasteless. I found the entirety of it repulsive but managed to choke down about a third of it. I left the rest on the plate vowing to never try it again. As it happened it was taken off our bill. The pancakes are great as always.Ihop gets three stars for the service & the servers not the nasty omelette."
2/12/2013,2,q200TCFOheJfS_MvvwMfJw,S6yexf77Y02scUGxb3dwpw,T1jYZFB_7cqdhuvzpxfFWQ,"New menus at ihop means higher prices! Wonderful. It seems that everything on the menu has gone up by at least $1.00 across the board. I had a Country Omelet with a side of Red Velvet Pancakes. The omelet was uninspired. It had no flavor whatsoever. Thank God for ketchup! The red velvet pancakes were chocolate pancakes with red food dye added into them.  THey were brown on the outside & an odd shade of dark pink on the inside. They also were flavorless but they had some sickeningly sweet cream cheese flavored paste drizzled all over them. Then the stack was topped with whipped cream. Whipped cream? Really? Maybe that goes over well with children but for an adult its a little creepy. The accompanying dinner theater provided by other diners & the sweet tea were the highlights of the meal.The other strange thing about iHop is that the food never comes out hot, only warm. I think the grills are just for show. I think that they warm everything in an Easy Bake oven under a 10watt bulb."
3/31/2013,4,q200TCFOheJfS_MvvwMfJw,MILaZGJvR8XswU4efYDc3g,T1jYZFB_7cqdhuvzpxfFWQ,Cedric is our server. A nice polite young man. I ordered a breakfast sampler. The restaurant is absolutely packed this morning. The food was hot & delivered promptly. Cedric was a great server I'd be happy to have him serve us again.
4/21/2013,3,q200TCFOheJfS_MvvwMfJw,LEtkym8lK_XpKFxCS1Sg0g,T1jYZFB_7cqdhuvzpxfFWQ,(4/14/13) I ordered an appetizer sampler and my wife ordered chicken strips this evening. The presentation wasn't awesome nor was the food artfully arranged but it was hot & delicious!
5/14/2013,3,q200TCFOheJfS_MvvwMfJw,-4iVs_GQ9atrkPDTSHk3sg,T1jYZFB_7cqdhuvzpxfFWQ,I ordered the ultimate bacon and sausage platter with all you can eat pancakes. Spring is our server. The restaurant was pretty empty when we got there but slowly started to attract people as we ate. I suppose that most people don't see IHop as a Mother's Day destination which was good because it was very easy to get a table. The food would't win any awards but it hit the spot & the dinner show was always good.
5/27/2013,3,q200TCFOheJfS_MvvwMfJw,URXVj7lMP_7VtqFdCLPi6w,T1jYZFB_7cqdhuvzpxfFWQ,(5/24/13) Spring is our server this evening.  I ordered a cheeseburger and a side of onion rings. It was good. My wife ordered chicken tenders. The food was good but average. We mainly go to iHop to people watch & hang out with the staff. All in all a good evening.
6/20/2013,4,q200TCFOheJfS_MvvwMfJw,ako3gBenVTQw1iiKBJCBTA,T1jYZFB_7cqdhuvzpxfFWQ,"(6/16/13) Its time to use my free birthday coupon. Argh, the menus have changed again. According to Spring the prices have gone up an average of 0.20 across the board. The new menus also are missing the side items for non breakfast foods. The pictures for each dish are closer to the ways that the dishes actually look rather than some corporate artist's fantasy.I had an omelet with red velvet pancakes & sweet tea. It was good, comfort food that hit the spot better than Red Robin did."
6/30/2013,4,q200TCFOheJfS_MvvwMfJw,Rv-1jSAQHnuMn5JY1X1w6A,T1jYZFB_7cqdhuvzpxfFWQ,"(6/29/2013) Both Spring and Tiffany are working tonight. The restaurant is sort of full for nearly 2300. I ordered a spinach & mushroom omelet, sausage links & buttermilk pancakes. My wife had the chicken fajita quesadillas & onion rings. Everything was great! The surprise at the end was special. Tiffany, Spring & Cindy gave me an ice cream sundae & sang happy birthday to me! All in all a very good evening."
7/14/2013,4,q200TCFOheJfS_MvvwMfJw,jgWpzwcXjtezyC-PduvdJg,T1jYZFB_7cqdhuvzpxfFWQ,(7/14/13) Spring is our server this evening. I had the all you can eat pancakes & my wife had chicken wings. Everything was good.
8/22/2013,4,B1kUxAfIAUDpn6ABRcsqKg,42MzpNh_TVWHu66viojzow,T1jYZFB_7cqdhuvzpxfFWQ,"As far as IHops go, 5 stars. Super friendly service, Kay was awesome. Carolyn at check out was great too. Got my free birthday meal and just substituted it for something of equal value. Delicious breakfast and really quick."
9/17/2013,4,q200TCFOheJfS_MvvwMfJw,NgGm_1RHAZz8Ar9HV8E1EQ,T1jYZFB_7cqdhuvzpxfFWQ,(9-14-13) Had a new server Nikki this evening. Spring  & Tiffany left this location. Only Matt & Cindy remain from the old crew. The food was good. I had a cheese burger & onion rings with sweet tea.(10-3-13) We once again dined at Ihop. I had a one year anniversary certificate from the online Ihop club. I got an omelet & pumpkin pancakes. Matt was our server & the food was great!
11/21/2013,5,z5K2Ez75qOXJlXJJT3-zcQ,j52rFtWbLUeVFBybx4d4bA,T1jYZFB_7cqdhuvzpxfFWQ,Go there every other Thursday for my life group bible study and they are excellent with their customer service and the food is great and they know what I want when I get there and keeps sweet tea on my table. They like us being there b/c of what we do and stand for.
1/10/2014,3,q200TCFOheJfS_MvvwMfJw,MYHfRdd6VbPUgvf5rwFjrg,T1jYZFB_7cqdhuvzpxfFWQ,I ordered the all you can eat pancakes and four sausage links. Coty is our server though Matt & Cindy are here too. Everything was fine. It definitely was better than Waffle House.
1/19/2014,3,i0MZiMWK3X57vnLbmHMnuA,y41rJaZfQXpuXlxbmIklMg,T1jYZFB_7cqdhuvzpxfFWQ,It's IHOP. I'm still alive. Food is good. Large selection of food from breakfast (Crazy huge omelets!) to dinner. Sometimes hard to make a quick decision.
2/20/2014,3,q200TCFOheJfS_MvvwMfJw,qJhZSQ5PF-XJs-c6Jf8NYg,T1jYZFB_7cqdhuvzpxfFWQ,So I'm having the bacon and white cheddar melt on artisan sourdough bread and it's amazing! The most amazing thing about it is that it has no distinct taste other than the eggs. The seasoned fries are seasoned with salt I believe. They taste good. The grilled sourdough bread has the strangest scent. It reminds me of freshly drying paint.My wife ordered the new quesadillas. She's fully consumed one with no snide comments flying so it must be good.
4/12/2014,3,q200TCFOheJfS_MvvwMfJw,O1V6vOGzbRDthT9YVmiOtw,T1jYZFB_7cqdhuvzpxfFWQ,"Michelle is our server this evening.  I ordered a mushroom spinach burger with fries and an unsweetened tea. Unsurprisingly nothing had any flavor. The service was pretty bad as well. A shame really,  I was looking forward to chatting with Matt, but he was sent home early because it was dead. When we left there were at least 30 people there."
7/27/2014,2,8BaF--AzgXX6aAUspufopw,gNqthgyG8jVx4ZwiLjpRCA,T1jYZFB_7cqdhuvzpxfFWQ,Food was very salty. I think I'm bout to have a heart attack. God took too long to come out and half our order was forgotten. Anyhoo I was so hungry I ignored the salty food and scarfed it down. There seasonal fruit contained 3 canned pineapples and 2 canned grapes.
11/4/2014,4,ybG5P8QlP5rA58yd7NRqDg,es9CjJ4OBGyU-RZNFQGN2w,T1jYZFB_7cqdhuvzpxfFWQ,Good clean restaurant - manager is hands on and aware of customers and kitchen staff. I sat near kitchen so it was loud - my order was steak and eggs with steak medium - came to me with well done steak - manager immediately fixed it - For lower than expected expectation the experience didn't disappoint - If your hungry for breakfast food it is a good place to go . The waitress was not much help and really apparently non existent . The check was left on my table way too early and so was she ... Don't go in with too high expectations and you'll do fine ...
7/26/2015,1,lyXB_Fr181YWY-_e1HnPsw,YaZkqPbQgOGl3_OFsi1hdg,T1jYZFB_7cqdhuvzpxfFWQ,"Terrible service and terrible food! I asked this girl twice for sausage gravy and the first time she came back with the wrong one, the second time she brought back chicken broth! Food was bland and tasteless and she never bothered to fill our drinks. Never coming back again, it was such a waste of money!"
8/12/2015,5,fBshAG9htmxbfCeCHUbemg,luLuoMkmCCqb3c8X2Oy3yg,T1jYZFB_7cqdhuvzpxfFWQ,"We always go here when we are in the mood for breakfast! The food is great and great priced. I've worked in the service industry for years and trust me. These people work hard, they just deal with a lot of shit! A lot of people running them to death and not wanting to tip. And trust me we know right away when your gonna tip or not. You go out you tip! Period! Anyways our most recent visit we had An amazing server.. I believe her name was Kay. I'll correct it if that's wrong... But she's the older Asian lady and she is beautifully sweet! She did a great job and made us all very comfortable. The manager and the hostess also checked on us and we loved it! She got a 30$ tip for being a good server! People start tipping your servers! We heard that day someone tipped a young girl a dollar?! A dollar?!!!! Stay at home trash! Trust me it's better if we get stiffed! But don't go out and have these people work hard and then complain because you want something for free! Pay for what you eat!!!!!!! You don't deserve anything!!!!!"
9/12/2015,1,C0QdJd6f7oPkJOttW6K_tg,bK1auwNGlLrzsaie9xDDaQ,T1jYZFB_7cqdhuvzpxfFWQ,"I would not go back here, unless I wanted to take up waiting as a occupation.   It took 20 minutes for a waiter to come by and take our drink order and then another 15 minutes for a second waiter to come by and ask to take our food order who then promised to expedite the order due to the wait but blamed the kitchen for being slow.  At this point I was very frustrated but want to hang on for the kids.  Once we finished ordering, my 5 year old needed to use the restroom and wanted an escort over.  I could not help but notice that several people who had been seated right before us and others who were waiting to be seated after us had already been served their food and were half done with their meals.  Slow kitchen right.This did not improve my opinion of the restaurant nor did the drama at the table across from us. Apparently our waiter has messed up the order and served the wrong food to the table and was having to run additional food over.  Based on that squabble and another 15 minutes of waiting I decided to leave.  I could not face waiting longer and having the food order wrong and ""cold"" as the lady at the table across us was loudly declaring.In summary the service is very questionable.  You either get lucky and get your food quickly or you get stuck in limbo with no recourse.  My seven year old did not like leaving but told me in the car that we should never go back to the Pineville IHOP again ""As they broke a promise to get our food.""  I couldn't agree more."
1/24/2016,5,ZnVRl8Op67vbSX3h12dKfQ,FZ6V3pDxz4qhEBf5TVE61A,T1jYZFB_7cqdhuvzpxfFWQ,"Just love it here and especially when Kay is our server! She has to be one of my favorite servers of all time! She is so attentive and friendly  Definitely worth taking a trip and ask for Kay! She will take care of you, and always do it with a smile!"
3/24/2016,2,Y9332i89lWBOATLLZuyF2Q,gal--8d2Qy6A41StrSYbTw,T1jYZFB_7cqdhuvzpxfFWQ,Came here lit af just wanted some pancakes. Open 24 hours from Friday to Sunday it's 1:37 am Friday explain this to me. Free gucci
4/9/2016,3,q200TCFOheJfS_MvvwMfJw,KJWDZEbiUFj1XbYspKjC7w,T1jYZFB_7cqdhuvzpxfFWQ,Our waiter  is Nicole. At least  that's  what  his name tag  says. So far the drink order is right. Hopefully  the dishes  will be as tasty as I remember . The food that looked so good in the menu was a shadow of its photographic self. The food was tasty but it had no flavor. I suppose that's why there's such an array of sauces and ketchup on the table.
5/25/2016,2,P83Z6_pZEQJHQN2tHDG21g,1UHUfbU7wmSLHOyCT917fA,T1jYZFB_7cqdhuvzpxfFWQ,What can I say we were one of 4 families in there around 12 in the afternoon not busy at all and the service was slow it was unacceptable! Never did I wait at an I-hop for my food for almost 30 minutes I wanted to walk out I was so frustrated and when we got our food the portions well I don't know what's going on but they were small leaving u hungry after u just ate! I will stick with Waffle House!
6/2/2016,2,r-HRA1Mfk0oi6h6yvTVPGg,HWyAtKGtUWTCzxEW3SJZ2A,T1jYZFB_7cqdhuvzpxfFWQ,"I've been going here for the last ten ish years and I've only had one decent experience here. I would not suggest this location but to drive a little extra to another location. The service is horrible, the severs are rude and the food is only mediocre. The place smells of old towels and the bathrooms are horrible. If I had a choice, I wouldn't go back"
7/17/2016,3,q200TCFOheJfS_MvvwMfJw,K1tfG2ie4Rh_WSMlFHAD7A,T1jYZFB_7cqdhuvzpxfFWQ,"(7/16/16) So we're  here for brunch. I'm   having a country omelet with a side  of  grits, unsweetened iced tea to drink. My wife is angry  that they no longer have sausage  gravy and that you have to ask for biscuits  as they are no longer  on  the  menu.So the current  manager  has metallic  gold hair, whoa am I back in  the  70s? My country omelet was hearty and the grits were fine after a bit of sugar was added. My wife, on the other hand was not happy that her eggs had been cook over hard rather than over medium. She had them re-cooked then had words with the server about the rest of the plate going cold. She took it back to the kitchen to be re-heated. The other issue that my wife had was that she ordered toast and no pancakes and wound up getting served both.I think that we'll wind up trying another iHop. As other diners have remarked the service has gone downhill at this one. What a shame."
11/10/2014,5,q200TCFOheJfS_MvvwMfJw,_W74wQSk9k1vAkltKTfCMA,i-tKO0n-1Tq6sTFUrhg9-Q,"(Sunday Nov 9, 2014) We were seated immediately as opposed to waiting 30 minutes at Outback next door. The atmosphere was very warm and comfortable. Wan Fu has changed their menu radically. It used to be akin to a small novel,  now it's a two sided laminated board.  We sat down and ordered the Szechuan wonton with peanut/chili oil sauce, a spring roll , hot & sour soup & pork fried dumplings to start. All our choices were excellent! For our main courses my wife had the tangerine beef and I ordered Sa cha beef & scallops. She said that her beef was excellent and very flavorful. The kitchen apparently forgot my scallops. A manager was checking on tables and offered to re - make the dish for me. I thought that was very thoughtful but we were nearly done eating so the price of the dish was lowered to reflect beef only. He gave me a coupon for $15 off our next visit with a purchase of $50 worth of food!  That was extremely nice of him. Of course we'll be back."
12/26/2013,4,q200TCFOheJfS_MvvwMfJw,59PMQP3gVJsYzlggcusO7Q,pvaUE-Cmg6k37GQ-LluOLw,"So Christmas eve we ventured out to IHOP for dinner only to discover that it was closed. We headed for waffle house instead. My wife wanted breakfast and I just wanted food.We sat at a booth and had a look at the menu. There was a wide choice of food available. I ordered a waffle, Bert's best chili and all the way homefries. Our waitress Jane was prompt with our drinks.  She did tell me that they had to throw away the chili so I ordered a ham & cheese omelet instead. I thought the food was great with the exception of the omelet. They folded the eggs over a hunk of cold cheese.  The homefries were delicious. The waffle was cold but filling. My wife didn't like her view of the kitchen and commented that my meal looked like vomit. She kept staring at me in horrified fascination as I cleared my plate.  Never again she said! I'll go back one day. As other yelpers have commented it's a very friendly restaurant with good food."
9/28/2012,3,q200TCFOheJfS_MvvwMfJw,fs7UqtJE1E2b9mp-DbSr4g,qam5QKFE2a8MQBkxznrr3w,I went to Great Wall for lunch since I was spending some time at Carmel Commons on patrol for my company. I hadn't eaten there in a very long time. I believe the last time I was there was at a Wednesday night supper with the Queen City Corvette Club. As I remembered it then the food was good but the service was iffy. Well fast forward to September 2012. The food is still good. I had a daily special called Twice Spiced Scallops that was rather good. Their sweet tea tasted better than say sweet tea from Cracker Barrel. I was seated next to the large aquarium. The only thing that wrecked the ambiance was the small child screaming at the top of her lungs about lobsters and the clueless parent who thought that the youngsters screaming was akin to angels singing. I would have ejected both of them.
1/4/2015,3,q200TCFOheJfS_MvvwMfJw,KNgef2vMayLCJxXVJGOeQQ,qam5QKFE2a8MQBkxznrr3w,"It's relatively empty for a Sunday afternoon. I think that there are 4 tables altogether with diners. I ordered a spring roll, and an egg roll. They were fairly tasteless and warm. I think Chef Mike is at work. The spareribs were nice and hot and meaty. We saved the bones for the dogs. Our waitress gave us a small bag to put them in. Well our entrees arrived and we had both ordered orange beef. Hers was mild and mine was supposed to be hot and spicy. Mine was not spicy at all, what a shame. The orange sauce was nice but there was very little rind present. The meat was very chewy. Overall I really don't think that we'll be coming back again. Three stars for the wonderful aquariums and our waitress,  the food was a complete miss."
2/5/2012,4,q200TCFOheJfS_MvvwMfJw,Fh0n7n4S9wD5x0jYjK_jAw,DReLu6HuFOm4p-jYZpgQkw,"We used to eat at this restaurant a lot. By a lot usually once a week. But that was a number of years ago. The food & the staff have gone through some changes, some good & some bad. We ate there last night with a friend after telling ourselves that we would never return. The food was great as was the service. I'm at a loss to explain why but I only hope that it stays that way.I had Thai ice tea, chicken satay, fried shrimp, pot stickers & Larb. My wife had fried tofu & #63. I can never remember what that is but it has wide noodles. I also had mango & sticky rice for dessert.We all thought that the food was great. The service was good. Our server was attentive but at times was a bit slow to refill our drinks. Overall I would say I was pleased & that we will be returning there again."
